,Adj Close,Close,High,Low,Open,Volume
2010-12-09,13923.0546875,18340.0,18360.0,17680.0,17700.0,29422050
2010-12-10,13953.4208984375,18380.0,18380.0,18140.0,18300.0,12757050
2010-12-13,14120.435546875,18600.0,18640.0,18320.0,18380.0,15359300
2010-12-14,14105.2509765625,18580.0,18740.0,18420.0,18740.0,22126100
2010-12-15,13907.8701171875,18320.0,18500.0,18200.0,18500.0,16449400
2010-12-16,13831.953125,18220.0,18380.0,18160.0,18160.0,11684200
2010-12-17,14059.703125,18520.0,18580.0,18240.0,18280.0,17297200
2010-12-20,14150.8037109375,18640.0,18640.0,18280.0,18340.0,16911750
2010-12-21,14211.533203125,18720.0,18800.0,18500.0,18620.0,12599300
2010-12-22,14257.08984375,18780.0,19060.0,18720.0,18780.0,16626800
2010-12-23,14211.533203125,18720.0,18760.0,18500.0,18720.0,10985500
2010-12-24,14044.5224609375,18500.0,18780.0,18500.0,18780.0,8471650
2010-12-27,13998.96875,18440.0,18600.0,18300.0,18500.0,10524200
2010-12-28,14241.904296875,18760.0,19000.0,18520.0,18560.0,15650700
2010-12-29,14425.078125,18900.0,19020.0,18640.0,18700.0,11918900
2010-12-30,14486.1396484375,18980.0,19040.0,18840.0,18840.0,9181500
2011-01-03,14623.5185546875,19160.0,19320.0,19000.0,19100.0,13241050
2011-01-04,14623.5185546875,19160.0,19220.0,18980.0,19120.0,13713100
2011-01-05,14379.28515625,18840.0,19100.0,18840.0,19100.0,16787500
2011-01-06,14196.1083984375,18600.0,18980.0,18460.0,18840.0,19360400
2011-01-07,14058.7265625,18420.0,18580.0,18280.0,18300.0,23139800
2011-01-10,13997.666015625,18340.0,18560.0,18180.0,18360.0,18326750
2011-01-11,13936.6083984375,18260.0,18440.0,18160.0,18340.0,19550800
2011-01-12,14196.1083984375,18600.0,18660.0,18280.0,18280.0,20555800
2011-01-13,14073.98828125,18440.0,18980.0,18340.0,18980.0,28239850
2011-01-14,14241.904296875,18660.0,18680.0,18300.0,18560.0,15382350
2011-01-17,14486.1396484375,18980.0,19020.0,18800.0,18900.0,20582100
2011-01-18,14791.4248046875,19380.0,19620.0,18980.0,19000.0,29631350
2011-01-19,15218.8359375,19940.0,20000.0,19320.0,19580.0,33343200
2011-01-20,14989.875,19640.0,19800.0,19580.0,19740.0,15244400
2011-01-21,14821.9541015625,19420.0,19680.0,19400.0,19520.0,16666400
2011-01-24,14821.9541015625,19420.0,19660.0,19320.0,19360.0,13609350
2011-01-25,14883.01953125,19500.0,19800.0,19420.0,19440.0,13970550
2011-01-26,15234.1025390625,19960.0,19980.0,19600.0,19700.0,13352500
2011-01-27,15173.0439453125,19880.0,20040.0,19820.0,19900.0,15367000
2011-01-28,15417.2763671875,20200.0,20280.0,19800.0,19960.0,19118950
2011-01-31,14974.6083984375,19620.0,20200.0,19620.0,20180.0,21411900
2011-02-01,15005.1376953125,19660.0,19900.0,19580.0,19640.0,13468450
2011-02-07,14837.224609375,19440.0,20080.0,19440.0,20040.0,24252200
2011-02-08,14669.314453125,19220.0,19480.0,19180.0,19400.0,30483500
2011-02-09,14654.0439453125,19200.0,19460.0,19020.0,19460.0,20984650
2011-02-10,14287.6962890625,18720.0,19300.0,18700.0,19200.0,30669300
2011-02-11,13967.142578125,18300.0,18860.0,18260.0,18700.0,26489900
2011-02-14,14547.201171875,19060.0,19100.0,18500.0,18560.0,19565800
2011-02-15,14623.5185546875,19160.0,19400.0,18940.0,19260.0,18105800
2011-02-16,14425.078125,18900.0,19400.0,18900.0,19040.0,15182650
2011-02-17,14562.45703125,19080.0,19260.0,18860.0,19060.0,14348550
2011-02-18,14654.0439453125,19200.0,19320.0,19140.0,19300.0,10253850
2011-02-21,14470.869140625,18960.0,19300.0,18840.0,19280.0,13750850
2011-02-22,14318.2275390625,18760.0,18960.0,18680.0,18780.0,12181550
2011-02-23,14196.1083984375,18600.0,18820.0,18500.0,18500.0,17193000
2011-02-24,14180.845703125,18580.0,18680.0,18400.0,18520.0,18110900
2011-02-25,14135.0478515625,18520.0,18660.0,18460.0,18560.0,15181200
2011-02-28,14089.2548828125,18460.0,18680.0,18400.0,18400.0,16274800
2011-03-02,14012.935546875,18360.0,18460.0,18240.0,18280.0,16134300
2011-03-03,14089.2548828125,18460.0,18540.0,18320.0,18380.0,18074200
2011-03-04,14425.078125,18900.0,18900.0,18540.0,18680.0,18569150
2011-03-07,13829.759765625,18120.0,18860.0,18120.0,18860.0,31883600
2011-03-08,13722.90625,17980.0,18240.0,17880.0,18220.0,24905400
2011-03-09,13585.5283203125,17800.0,18160.0,17640.0,18120.0,26296300
2011-03-10,13219.1708984375,17320.0,17680.0,17320.0,17580.0,41630200
2011-03-11,13158.1142578125,17240.0,17520.0,17200.0,17220.0,26884000
2011-03-14,13738.16796875,18000.0,18020.0,17060.0,17600.0,33325000
2011-03-15,13127.5859375,17200.0,18040.0,17120.0,18020.0,36313200
2011-03-16,13524.4677734375,17720.0,17900.0,17440.0,17700.0,39939050
2011-03-17,13585.5283203125,17800.0,17800.0,17360.0,17560.0,22505200
2011-03-18,13600.7880859375,17820.0,17900.0,17660.0,17840.0,19166050
2011-03-21,13585.5283203125,17800.0,17980.0,17680.0,17820.0,14473500
2011-03-22,13356.5537109375,17500.0,17940.0,17400.0,17840.0,21810300
2011-03-23,13326.029296875,17460.0,17600.0,17180.0,17600.0,25229000
2011-03-24,13432.8759765625,17600.0,17760.0,17480.0,17600.0,15392550
2011-03-25,13890.8173828125,18200.0,18200.0,17800.0,17840.0,31078100
2011-03-28,13982.4033203125,18320.0,18440.0,18180.0,18300.0,15890200
2011-03-29,13982.4033203125,18320.0,18320.0,18000.0,18140.0,17204100
2011-03-30,14135.0478515625,18520.0,18580.0,18320.0,18320.0,20685150
2011-03-31,14226.63671875,18640.0,18720.0,18420.0,18720.0,26376550
2011-04-01,14348.7587890625,18800.0,18800.0,18540.0,18720.0,22471700
2011-04-04,14425.078125,18900.0,18900.0,18780.0,18800.0,16716750
2011-04-05,14425.078125,18900.0,18960.0,18700.0,18960.0,11922000
2011-04-06,14089.2548828125,18460.0,18840.0,18300.0,18800.0,27471850
2011-04-07,13875.5517578125,18180.0,18700.0,18100.0,18500.0,21781250
2011-04-08,13707.6376953125,17960.0,18280.0,17900.0,18220.0,25983450
2011-04-11,13646.5791015625,17880.0,18140.0,17760.0,17960.0,20582800
2011-04-12,13463.40625,17640.0,17800.0,17640.0,17720.0,15766950
2011-04-13,13753.4345703125,18020.0,18020.0,17600.0,17740.0,16627750
2011-04-14,13738.16796875,18000.0,18000.0,17680.0,18000.0,25265700
2011-04-15,13554.99609375,17760.0,17980.0,17640.0,17960.0,22274750
2011-04-18,13234.435546875,17340.0,17840.0,17320.0,17820.0,27418700
2011-04-19,13356.5537109375,17500.0,17500.0,17060.0,17060.0,23078650
2011-04-20,13982.4033203125,18320.0,18320.0,17720.0,17780.0,32044250
2011-04-21,14165.5751953125,18560.0,18740.0,18360.0,18600.0,27071850
2011-04-22,13799.2314453125,18080.0,18540.0,18040.0,18480.0,18825450
2011-04-25,13570.255859375,17780.0,18220.0,17780.0,18020.0,14338950
2011-04-26,13692.3759765625,17940.0,17980.0,17600.0,17980.0,19174650
2011-04-27,14104.521484375,18480.0,18540.0,18220.0,18340.0,26379400
2011-04-28,13738.16796875,18000.0,18540.0,17980.0,18480.0,20803400
2011-04-29,13631.3203125,17860.0,18160.0,17600.0,18020.0,21415000
2011-05-02,14226.63671875,18640.0,18740.0,18080.0,18200.0,32544850
2011-05-03,14318.2275390625,18760.0,18800.0,18440.0,18720.0,25366500
2011-05-04,13967.142578125,18300.0,18680.0,18000.0,18600.0,25769850
2011-05-06,13722.90625,17980.0,18280.0,17900.0,17980.0,23637450
2011-05-09,13600.7880859375,17820.0,18220.0,17820.0,18160.0,13543350
2011-05-11,13616.05078125,17840.0,17900.0,17640.0,17780.0,22363750
2011-05-12,13509.2021484375,17700.0,18020.0,17660.0,17720.0,27616100
2011-05-13,13982.4033203125,18320.0,18480.0,17800.0,17920.0,33438000
2011-05-16,13753.4345703125,18020.0,18380.0,17960.0,18340.0,16123700
2011-05-17,13585.5283203125,17800.0,17960.0,17780.0,17940.0,11549950
2011-05-18,13631.3203125,17860.0,17980.0,17720.0,17860.0,16579300
2011-05-19,13432.8759765625,17600.0,17960.0,17600.0,17820.0,19345200
2011-05-20,13463.40625,17640.0,17740.0,17600.0,17700.0,11069950
2011-05-23,13326.029296875,17460.0,17700.0,17440.0,17540.0,14056000
2011-05-24,13203.9052734375,17300.0,17680.0,17300.0,17440.0,14488500
2011-05-25,13066.5244140625,17120.0,17580.0,17060.0,17580.0,16018050
2011-05-26,13417.61328125,17580.0,17600.0,17300.0,17360.0,13968500
2011-05-27,13600.7880859375,17820.0,17980.0,17340.0,17480.0,21477600
2011-05-30,13493.9345703125,17680.0,17900.0,17520.0,17900.0,10293600
2011-05-31,13768.701171875,18040.0,18280.0,17720.0,17800.0,23887550
2011-06-01,13906.0830078125,18220.0,18240.0,17900.0,18040.0,15678500
2011-06-02,13478.6689453125,17660.0,17940.0,17600.0,17880.0,16582950
2011-06-03,13509.2021484375,17700.0,17800.0,17540.0,17800.0,10067100
2011-06-07,13539.7314453125,17740.0,17780.0,17380.0,17520.0,15110100
2011-06-08,13387.08203125,17540.0,17800.0,17500.0,17700.0,12938850
2011-06-09,13203.9052734375,17300.0,17580.0,17300.0,17540.0,21511200
2011-06-10,12990.203125,17020.0,17480.0,17020.0,17400.0,19586600
2011-06-13,13020.734375,17060.0,17060.0,16760.0,16880.0,15062450
2011-06-14,13173.3759765625,17260.0,17460.0,16960.0,17020.0,10642700
2011-06-15,13203.9052734375,17300.0,17380.0,17020.0,17320.0,13283100
2011-06-16,12944.4091796875,16960.0,17160.0,16880.0,17060.0,11940550
2011-06-17,12501.734375,16380.0,17040.0,16060.0,17020.0,36058100
2011-06-20,12211.7021484375,16000.0,16280.0,15900.0,16260.0,23580500
2011-06-21,12425.416015625,16280.0,16400.0,15960.0,16000.0,18844400
2011-06-22,12608.5869140625,16520.0,16660.0,16440.0,16480.0,16530400
2011-06-23,12684.9091796875,16620.0,16780.0,16400.0,16500.0,13858400
2011-06-24,13005.4677734375,17040.0,17080.0,16420.0,16420.0,23453150
2011-06-27,12745.9677734375,16700.0,16940.0,16560.0,16940.0,15207250
2011-06-28,12700.1748046875,16640.0,17060.0,16620.0,16800.0,11950100
2011-06-29,12723.083984375,16660.0,16980.0,16640.0,16960.0,10348200
2011-06-30,12616.1669921875,16520.0,16700.0,16420.0,16660.0,16408950
2011-07-01,13059.10546875,17100.0,17200.0,16760.0,16860.0,22133050
2011-07-04,13410.408203125,17560.0,17660.0,17380.0,17400.0,21439450
2011-07-05,13731.15625,17980.0,17980.0,17560.0,17600.0,21107200
2011-07-06,13715.8818359375,17960.0,17960.0,17740.0,17860.0,11215100
2011-07-07,13440.9541015625,17600.0,17960.0,17580.0,17960.0,17861200
2011-07-08,13517.3232421875,17700.0,17760.0,17460.0,17600.0,12070450
2011-07-11,13211.8466796875,17300.0,17600.0,17240.0,17600.0,15974500
2011-07-12,12982.7431640625,17000.0,17220.0,16920.0,17200.0,12397200
2011-07-13,12875.822265625,16860.0,17100.0,16720.0,16960.0,16430600
2011-07-14,12692.537109375,16620.0,16700.0,16460.0,16700.0,20363350
2011-07-15,12707.8115234375,16640.0,16800.0,16420.0,16600.0,13621800
2011-07-18,12417.6083984375,16260.0,16600.0,16220.0,16560.0,18189050
2011-07-19,12555.0732421875,16440.0,16540.0,16120.0,16120.0,14537100
2011-07-20,12998.01171875,17020.0,17080.0,16780.0,16800.0,21079150
2011-07-21,12860.548828125,16840.0,17020.0,16640.0,16920.0,10343550
2011-07-22,12982.7431640625,17000.0,17120.0,16840.0,17000.0,12179600
2011-07-25,12936.9189453125,16940.0,17000.0,16680.0,17000.0,9496800
2011-07-26,12982.7431640625,17000.0,17020.0,16800.0,16860.0,11259900
2011-07-27,12906.3720703125,16900.0,16960.0,16720.0,16960.0,10079450
2011-07-28,12784.185546875,16740.0,16800.0,16520.0,16560.0,13623150
2011-07-29,12891.0966796875,16880.0,17040.0,16740.0,16920.0,15089150
2011-08-01,13288.2158203125,17400.0,17500.0,17100.0,17100.0,19432400
2011-08-02,13013.2880859375,17040.0,17180.0,17000.0,17060.0,13486550
2011-08-03,12723.083984375,16660.0,16880.0,16480.0,16800.0,20417200
2011-08-04,12539.80078125,16420.0,16780.0,16300.0,16780.0,17307750
2011-08-05,12051.0380859375,15780.0,16100.0,15780.0,15840.0,30392500
2011-08-08,11608.095703125,15200.0,15780.0,15200.0,15400.0,30296350
2011-08-09,11058.23828125,14480.0,15060.0,13920.0,15000.0,49299200
2011-08-10,10997.1435546875,14400.0,15200.0,14400.0,15200.0,49244500
2011-08-11,10813.8603515625,14160.0,14500.0,13760.0,13760.0,39580150
2011-08-12,10798.5849609375,14140.0,14440.0,14000.0,14420.0,33844600
2011-08-16,11455.361328125,15000.0,15000.0,14520.0,14700.0,30042550
2011-08-17,11485.904296875,15040.0,15200.0,14820.0,15020.0,14649850
2011-08-18,10829.134765625,14180.0,14980.0,14060.0,14960.0,35336000
2011-08-19,10386.1923828125,13600.0,13940.0,13440.0,13760.0,28970600
2011-08-22,10554.205078125,13820.0,14040.0,13660.0,13680.0,20900650
2011-08-23,11042.966796875,14460.0,14700.0,13980.0,14000.0,24617300
2011-08-24,10813.8603515625,14160.0,14700.0,14000.0,14480.0,18508650
2011-08-25,11073.5126953125,14500.0,14760.0,14420.0,14740.0,19039800
2011-08-26,11088.787109375,14520.0,14680.0,14340.0,14340.0,10612300
2011-08-29,11195.701171875,14660.0,14840.0,14480.0,14840.0,13001850
2011-08-30,11333.1689453125,14840.0,14960.0,14720.0,14820.0,12629600
2011-08-31,11363.7177734375,14880.0,14940.0,14620.0,14940.0,14495500
2011-09-01,11776.1083984375,15420.0,15760.0,14880.0,15180.0,35833750
2011-09-02,11745.5615234375,15380.0,15620.0,15260.0,15300.0,12915400
2011-09-05,11165.1572265625,14620.0,15120.0,14600.0,15100.0,13853900
2011-09-06,11104.0615234375,14540.0,14720.0,14200.0,14520.0,13213350
2011-09-07,11806.658203125,15460.0,15560.0,14660.0,14660.0,17512500
2011-09-08,12188.5,15960.0,16040.0,15560.0,15600.0,28730500
2011-09-09,11913.576171875,15600.0,16240.0,15540.0,15700.0,18082650
2011-09-14,11501.1796875,15060.0,15620.0,14820.0,15600.0,27540950
2011-09-15,11776.1083984375,15420.0,15680.0,15300.0,15680.0,21318350
2011-09-16,12188.5,15960.0,16220.0,15840.0,15880.0,23811100
2011-09-19,12341.236328125,16160.0,16280.0,15760.0,16000.0,12327650
2011-09-20,12387.0615234375,16220.0,16360.0,15920.0,16220.0,13997500
2011-09-21,12417.6083984375,16260.0,16560.0,16020.0,16380.0,17063100
2011-09-22,12066.3134765625,15800.0,16000.0,15560.0,15920.0,15331100
2011-09-23,11577.5517578125,15160.0,15600.0,15020.0,15280.0,21822900
2011-09-26,11837.2021484375,15500.0,15740.0,15180.0,15200.0,24018800
2011-09-27,12280.1435546875,16080.0,16100.0,15820.0,16100.0,16526300
2011-09-28,12325.966796875,16140.0,16500.0,15820.0,16480.0,24316950
2011-09-29,12784.185546875,16740.0,16960.0,16080.0,16080.0,27675450
2011-09-30,12829.9990234375,16800.0,16800.0,16220.0,16600.0,25780600
2011-10-04,12646.716796875,16560.0,16640.0,15920.0,16100.0,32895000
2011-10-05,12860.548828125,16840.0,17000.0,16340.0,16480.0,32102800
2011-10-06,13059.10546875,17100.0,17580.0,16840.0,17480.0,29969000
2011-10-07,13135.4794921875,17200.0,17620.0,17000.0,17300.0,26509200
2011-10-10,13349.3154296875,17480.0,17700.0,17440.0,17560.0,17246250
2011-10-11,13456.22265625,17620.0,17700.0,17380.0,17700.0,22915500
2011-10-12,13715.8818359375,17960.0,17980.0,17400.0,17440.0,21528500
2011-10-13,13593.6953125,17800.0,17980.0,17620.0,17960.0,16266150
2011-10-14,13532.599609375,17720.0,17880.0,17420.0,17420.0,10850500
2011-10-17,13593.6953125,17800.0,17900.0,17620.0,17800.0,10675550
2011-10-18,13486.7734375,17660.0,17860.0,17420.0,17500.0,13844300
2011-10-19,13532.599609375,17720.0,17720.0,17400.0,17700.0,10704100
2011-10-20,13853.3486328125,18140.0,18400.0,17660.0,17720.0,28436600
2011-10-21,14006.083984375,18340.0,18500.0,18140.0,18400.0,23307000
2011-10-24,14372.6572265625,18820.0,18860.0,18220.0,18260.0,18769250
2011-10-25,14433.7509765625,18900.0,19020.0,18700.0,18720.0,18208000
2011-10-26,14265.740234375,18680.0,18920.0,18540.0,18660.0,12504750
2011-10-27,14113.0029296875,18480.0,18780.0,18380.0,18580.0,17443050
2011-10-28,14433.7509765625,18900.0,18920.0,18540.0,18560.0,26884350
2011-10-31,14785.0478515625,19360.0,19400.0,18660.0,18820.0,23792400
2011-11-01,15121.072265625,19800.0,19980.0,19240.0,19360.0,30983650
2011-11-02,14830.865234375,19420.0,19560.0,19320.0,19400.0,28454600
2011-11-03,14769.7783203125,19340.0,19420.0,19160.0,19240.0,16408700
2011-11-04,15350.1806640625,20100.0,20100.0,19640.0,19660.0,26704800
2011-11-07,15166.8955078125,19860.0,20000.0,19720.0,19920.0,14018050
2011-11-08,14815.59375,19400.0,19800.0,19300.0,19720.0,17069900
2011-11-09,15044.703125,19700.0,19760.0,19320.0,19400.0,19304250
2011-11-10,14281.01171875,18700.0,19460.0,18700.0,19340.0,31006050
2011-11-11,15014.16015625,19660.0,19680.0,18600.0,18900.0,24246750
2011-11-14,15212.71484375,19920.0,20040.0,19740.0,19760.0,14136050
2011-11-15,15212.71484375,19920.0,20000.0,19600.0,19720.0,11737100
2011-11-16,14891.9677734375,19500.0,20060.0,19460.0,19900.0,16934350
2011-11-17,14968.3291015625,19600.0,19840.0,19220.0,19640.0,12943350
2011-11-18,14708.6806640625,19260.0,19540.0,19240.0,19420.0,16310300
2011-11-21,14510.126953125,19000.0,19200.0,18840.0,19020.0,12791900
2011-11-22,14708.6806640625,19260.0,19420.0,18860.0,19000.0,12040600
2011-11-23,14281.01171875,18700.0,19200.0,18700.0,18960.0,15335700
2011-11-24,14403.2080078125,18860.0,19060.0,18420.0,18440.0,13680750
2011-11-25,14464.302734375,18940.0,19060.0,18580.0,18580.0,11689400
2011-11-28,14937.7890625,19560.0,19640.0,19160.0,19180.0,15724000
2011-11-29,15350.1806640625,20100.0,20100.0,19720.0,19800.0,27588450
2011-11-30,15334.90234375,20080.0,20200.0,19920.0,20000.0,19579400
2011-12-01,16404.072265625,21480.0,21600.0,20580.0,20700.0,34717150
2011-12-02,16037.501953125,21000.0,21420.0,20800.0,21220.0,21917950
2011-12-05,16281.8828125,21320.0,21460.0,21160.0,21380.0,14848100
2011-12-06,15945.857421875,20880.0,21400.0,20820.0,21140.0,14528550
2011-12-07,16129.1435546875,21120.0,21360.0,20820.0,21000.0,19746900
2011-12-08,16251.3369140625,21280.0,21660.0,20920.0,21140.0,25893000
2011-12-09,16083.3232421875,21060.0,21480.0,20740.0,20980.0,13804200
2011-12-12,16556.810546875,21680.0,21680.0,21200.0,21260.0,12163550
2011-12-13,16037.501953125,21000.0,21500.0,21000.0,21480.0,13210000
2011-12-14,15884.7646484375,20800.0,20900.0,20500.0,20680.0,21064350
2011-12-15,15502.9189453125,20300.0,20720.0,20300.0,20580.0,16963000
2011-12-16,15961.1318359375,20900.0,20900.0,20400.0,20420.0,12263200
2011-12-19,15380.73046875,20140.0,20900.0,19680.0,20900.0,20485300
2011-12-20,15457.09765625,20240.0,20580.0,20140.0,20160.0,13750300
2011-12-21,16144.41796875,21140.0,21140.0,20620.0,20700.0,20402950
2011-12-22,16068.0478515625,21040.0,21060.0,20820.0,20900.0,10634550
2011-12-23,16312.431640625,21360.0,21480.0,21120.0,21120.0,12299050
2011-12-26,16281.8828125,21320.0,21500.0,21320.0,21340.0,6216250
2011-12-27,16388.796875,21460.0,21600.0,21060.0,21360.0,11133650
2011-12-28,16281.3876953125,21220.0,21460.0,21200.0,21460.0,11023850
2011-12-29,16235.345703125,21160.0,21540.0,21140.0,21240.0,10923900
2012-01-02,16572.943359375,21600.0,21600.0,21300.0,21400.0,13151350
2012-01-03,16956.578125,22100.0,22100.0,21840.0,21860.0,16927750
2012-01-04,16572.943359375,21600.0,22200.0,21500.0,22100.0,17103700
2012-01-05,16189.3095703125,21100.0,21580.0,21100.0,21460.0,17298400
2012-01-06,15959.1318359375,20800.0,21320.0,20600.0,21120.0,18816250
2012-01-09,15590.8388671875,20320.0,20820.0,20300.0,20800.0,19283000
2012-01-10,15744.296875,20520.0,20720.0,20420.0,20420.0,20414800
2012-01-11,15667.568359375,20420.0,20480.0,20280.0,20340.0,19110150
2012-01-12,15774.9873046875,20560.0,20580.0,20220.0,20320.0,18511000
2012-01-13,16051.201171875,20920.0,21000.0,20520.0,20560.0,14630750
2012-01-16,15805.681640625,20600.0,20800.0,20400.0,20800.0,11614950
2012-01-17,15897.7470703125,20720.0,20960.0,20480.0,20820.0,17084400
2012-01-18,15805.681640625,20600.0,21040.0,20440.0,21020.0,15359650
2012-01-19,16450.181640625,21440.0,21440.0,20740.0,20760.0,22385800
2012-01-20,16956.578125,22100.0,22100.0,21520.0,21800.0,25550800
2012-01-25,17094.6875,22280.0,22500.0,21840.0,21840.0,22751300
2012-01-26,17079.34765625,22260.0,22420.0,21880.0,22320.0,17655150
2012-01-27,17263.486328125,22500.0,22500.0,22220.0,22400.0,12741200
2012-01-30,17110.029296875,22300.0,22600.0,22180.0,22580.0,16354450
2012-01-31,16987.26953125,22140.0,22400.0,21780.0,22100.0,21731350
2012-02-01,16557.59375,21580.0,22140.0,21560.0,22140.0,22849650
2012-02-02,16572.943359375,21600.0,22080.0,21360.0,21720.0,22402650
2012-02-03,16358.1064453125,21320.0,21680.0,21120.0,21420.0,17801400
2012-02-06,16480.87109375,21480.0,21820.0,21320.0,21680.0,15837500
2012-02-07,16772.4296875,21860.0,21920.0,21460.0,21540.0,11921950
2012-02-08,16757.083984375,21840.0,22000.0,21680.0,21980.0,11809400
2012-02-09,16634.326171875,21680.0,21800.0,21200.0,21740.0,24005850
2012-02-10,16296.7294921875,21240.0,21680.0,21220.0,21680.0,18579100
2012-02-13,16618.974609375,21660.0,21780.0,21340.0,21380.0,16017250
2012-02-14,16572.943359375,21600.0,21780.0,21480.0,21680.0,12317400
2012-02-15,17416.93359375,22700.0,22760.0,21840.0,21960.0,28522350
2012-02-16,17416.93359375,22700.0,22800.0,22420.0,22600.0,15411800
2012-02-17,18046.09375,23520.0,23600.0,23120.0,23180.0,17308450
2012-02-20,18030.74609375,23500.0,23880.0,23320.0,23560.0,14814150
2012-02-21,18107.4765625,23600.0,23960.0,23300.0,23500.0,10808250
2012-02-22,18368.341796875,23940.0,24000.0,23440.0,23640.0,11779250
2012-02-23,17800.56640625,23200.0,23580.0,23020.0,23460.0,23259200
2012-02-24,18107.4765625,23600.0,23720.0,23060.0,23060.0,14240300
2012-02-27,17969.3671875,23420.0,23600.0,23180.0,23480.0,8273300
2012-02-28,18184.203125,23700.0,24000.0,23620.0,23920.0,16648100
2012-02-29,18506.451171875,24120.0,24180.0,23820.0,23820.0,17278300
2012-03-02,18138.162109375,23640.0,24340.0,23580.0,24300.0,18023700
2012-03-05,18015.404296875,23480.0,23820.0,23320.0,23800.0,11175250
2012-03-06,18107.4765625,23600.0,23860.0,23340.0,23580.0,10572850
2012-03-07,17984.708984375,23440.0,23660.0,23300.0,23500.0,11521550
2012-03-08,18107.4765625,23600.0,23720.0,23300.0,23600.0,20270400
2012-03-09,18874.736328125,24600.0,24620.0,23760.0,23820.0,18228800
2012-03-12,18567.837890625,24200.0,24520.0,24200.0,24480.0,11826950
2012-03-13,18736.638671875,24420.0,24580.0,24000.0,24000.0,11985550
2012-03-14,19181.650390625,25000.0,25100.0,24600.0,24600.0,18279650
2012-03-15,19181.650390625,25000.0,25200.0,24840.0,25020.0,14038800
2012-03-16,18997.49609375,24760.0,25340.0,24760.0,25200.0,18070200
2012-03-19,19335.095703125,25200.0,25360.0,24680.0,24700.0,11881850
2012-03-20,19442.513671875,25340.0,25540.0,25200.0,25340.0,11935500
2012-03-21,19058.8828125,24840.0,25200.0,24840.0,25200.0,12913550
2012-03-22,19304.4140625,25160.0,25260.0,24700.0,24700.0,12675450
2012-03-23,19350.443359375,25220.0,25480.0,24860.0,24860.0,10818600
2012-03-26,19565.279296875,25500.0,25500.0,25220.0,25360.0,9237800
2012-03-27,20117.708984375,26220.0,26220.0,25520.0,25700.0,14186350
2012-03-28,19979.607421875,26040.0,26160.0,25900.0,26000.0,9914550
2012-03-29,19642.009765625,25600.0,25980.0,25600.0,25980.0,11670000
2012-03-30,19565.279296875,25500.0,25600.0,25140.0,25400.0,15281700
2012-04-02,19933.56640625,25980.0,25980.0,25220.0,25500.0,12582950
2012-04-03,20485.99609375,26700.0,26780.0,26040.0,26400.0,16507900
2012-04-04,20255.82421875,26400.0,27020.0,26300.0,26620.0,14599350
2012-04-05,20409.271484375,26600.0,26700.0,25940.0,26040.0,12921350
2012-04-06,20439.96484375,26640.0,26680.0,26260.0,26540.0,10289650
2012-04-09,20209.78515625,26340.0,26600.0,26120.0,26400.0,8572600
2012-04-10,20117.708984375,26220.0,26400.0,26140.0,26280.0,11176100
2012-04-12,19534.587890625,25460.0,25980.0,25360.0,25660.0,25240650
2012-04-13,19457.865234375,25360.0,25540.0,25200.0,25300.0,35409200
2012-04-16,19319.763671875,25180.0,25520.0,25000.0,25460.0,15222400
2012-04-17,19166.302734375,24980.0,25280.0,24820.0,25020.0,14552300
2012-04-18,19841.5,25860.0,26040.0,25380.0,25540.0,17253750
2012-04-19,20056.33203125,26140.0,26140.0,25780.0,25840.0,13156400
2012-04-20,19672.69921875,25640.0,25940.0,25560.0,25880.0,9900550
2012-04-23,19626.6640625,25580.0,25600.0,25240.0,25380.0,8388400
2012-04-24,19688.04296875,25660.0,25720.0,25240.0,25300.0,13238350
2012-04-25,20025.640625,26100.0,26300.0,25860.0,26080.0,13821600
2012-04-26,20562.732421875,26800.0,26800.0,26340.0,26400.0,16479500
2012-04-27,21084.4609375,27480.0,27660.0,27020.0,27100.0,15905350
2012-04-30,21329.98828125,27800.0,28180.0,27540.0,27900.0,15757100
2012-05-02,21636.904296875,28200.0,28360.0,27980.0,28200.0,18420750
2012-05-03,21498.7890625,28020.0,28200.0,27960.0,28040.0,10327050
2012-05-04,20869.62890625,27200.0,27960.0,26980.0,27500.0,20484300
2012-05-07,20593.416015625,26840.0,27060.0,26500.0,26840.0,18908450
2012-05-08,20578.0625,26820.0,27040.0,26780.0,26960.0,12048600
2012-05-09,20424.619140625,26620.0,26960.0,26480.0,26700.0,12661700
2012-05-10,20363.234375,26540.0,26720.0,26440.0,26580.0,13145000
2012-05-11,19994.94921875,26060.0,26460.0,26060.0,26300.0,13626400
2012-05-14,20163.75,26280.0,26540.0,26080.0,26100.0,15092100
2012-05-15,20117.708984375,26220.0,26400.0,26000.0,26080.0,15558100
2012-05-16,18874.736328125,24600.0,26000.0,24560.0,25960.0,38488900
2012-05-17,18767.322265625,24460.0,24860.0,24020.0,24600.0,33041100
2012-05-18,17892.638671875,23320.0,24100.0,23300.0,24080.0,30023750
2012-05-21,18552.486328125,24180.0,24320.0,23800.0,23880.0,23702750
2012-05-22,19028.1953125,24800.0,25100.0,24540.0,25100.0,23830550
2012-05-23,18736.638671875,24420.0,24800.0,23900.0,24800.0,16157100
2012-05-24,18798.013671875,24500.0,24500.0,23960.0,24260.0,15251250
2012-05-25,18798.013671875,24500.0,24920.0,24460.0,24660.0,10164250
